Claim Number;date_of_loss;dayofweek;isweekend;month;season;Notifier;Loss_code;Loss_description;Notification_period;Inception_to_loss;Location_of_incident;Weather_conditions;Vehicle_mobile;Time_hour;Main_driver;Vechile_registration_present;Incident_details_present;Injury_details_present;TP_type_insd_pass_back;TP_type_insd_pass_front;TP_type_driver;TP_type_pass_back;TP_type_pass_front;TP_type_bike;TP_type_cyclist;TP_type_pass_multi;TP_type_pedestrian;TP_type_other;TP_type_nk;TP_injury_whiplash;TP_injury_traumatic;TP_injury_fatality;TP_injury_unclear;TP_injury_nk;TP_region_eastang;TP_region_eastmid;TP_region_london;TP_region_north;TP_region_northw;TP_region_outerldn;TP_region_scotland;TP_region_southe;TP_region_southw;TP_region_wales;TP_region_westmid;TP_region_yorkshire;sum_TP;Incurred;Capped Incurred
6513;2014-11-01;6;1;11;3;2;LD003;Head on collision;2;198;4;1;1;15;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6514;2014-11-01;6;1;11;3;2;LD003;Head on collision;0;224;4;2;0;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;136;198.922325494272
6515;2014-11-01;6;1;11;3;2;LD003;Head on collision;2;114;7;1;0;17;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;6596;9595.4315751744
6516;2014-11-01;6;1;11;3;2;LD003;Head on collision;1;95;4;1;1;12;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1753;2550.8900252997123
6517;2014-11-01;6;1;11;3;2;LD003;Head on collision;2;112;4;1;1;11;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6411;9325.758743782144
6518;2014-11-02;7;1;11;3;2;LD003;Head on collision;1;149;7;1;1;13;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;2;24742;35989.70755194931
6519;2014-11-03;1;0;11;3;2;LD003;Head on collision;9;26;7;1;0;12;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;390;567.5062259873281
6520;2014-11-03;1;0;11;3;2;LD003;Head on collision;0;194;4;1;0;12;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1850;2691.43895193856
6521;2014-11-03;1;0;11;3;2;LD003;Head on collision;0;276;4;2;0;8;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;1;6150;8945.79213629952
6522;2014-11-03;1;0;11;3;2;LD003;Head on collision;0;43;7;1;0;10;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;380;553.076846494976
6523;2014-11-04;2;0;11;3;2;LD003;Head on collision;0;164;7;1;1;11;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6524;2014-11-04;2;0;11;3;2;LD003;Head on collision;2;109;7;1;1;14;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;997;1450.5546304921602
6525;2014-11-04;2;0;11;3;2;LD003;Head on collision;0;22;8;2;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5100;7419.430369852673
6526;2014-11-04;2;0;11;3;2;LD003;Head on collision;1;300;4;2;1;20;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6527;2014-11-04;2;0;11;3;2;LD003;Head on collision;0;277;4;1;0;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;18425;26800.604764385793
6528;2014-11-04;2;0;11;3;2;LD003;Head on collision;0;302;4;2;0;8;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;11702;17022.71135821133
6529;2014-11-05;3;0;11;3;2;LD003;Head on collision;0;247;7;1;1;12;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;804;1170.1761304442882
6530;2014-11-05;3;0;11;3;2;LD003;Head on collision;0;234;4;1;0;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2224;3235.6931426442243
6531;2014-11-05;3;0;11;3;2;LD003;Head on collision;0;120;4;1;1;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2168;3154.3639127782403
6532;2014-11-05;3;0;11;3;2;LD003;Head on collision;0;80;4;1;0;7;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;199;289.878194171136
6533;2014-11-06;4;0;11;3;2;LD003;Head on collision;1;97;7;1;1;16;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;18488;26893.06281186611
6534;2014-11-06;4;0;11;3;2;LD003;Head on collision;1;306;4;2;1;9;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2826;4111.357597819393
6535;2014-11-06;4;0;11;3;2;LD003;Head on collision;1;196;4;2;0;16;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6561;9544.674857575937
6536;2014-11-06;4;0;11;3;2;LD003;Head on collision;0;155;4;1;0;13;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2551;3711.6510914124806
6537;2014-11-06;4;0;11;3;2;LD003;Head on collision;1;333;4;2;1;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;13159;19141.799028585217
6538;2014-11-06;4;0;11;3;2;LD003;Head on collision;1;210;4;1;1;18;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;492;716.8778084154881
6539;2014-11-06;4;0;11;3;2;LD003;Head on collision;3;146;4;2;1;8;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;100;146.04986310220804
6540;2014-11-07;5;0;11;3;2;LD003;Head on collision;76;234;5;0;2;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6541;2014-11-07;5;0;11;3;2;LD003;Head on collision;0;101;4;2;0;15;1;1;1;0;0;0;1;2;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;3;1287;1872.0956231690243
6542;2014-11-07;5;0;11;3;2;LD003;Head on collision;0;98;7;2;0;7;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;11066;16096.988381219584
6543;2014-11-07;5;0;11;3;2;LD003;Head on collision;0;269;4;1;1;15;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0.0
6544;2014-11-07;5;0;11;3;2;LD003;Head on collision;1;264;4;2;0;8;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;10487;15254.223757584896
6545;2014-11-07;5;0;11;3;2;LD003;Head on collision;0;68;4;1;0;11;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1955;2844.6400324431365
6546;2014-11-07;5;0;11;3;2;LD003;Head on collision;3;343;4;1;1;17;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6547;2014-11-07;5;0;11;3;2;LD003;Head on collision;0;328;4;2;0;10;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4668;6791.011851257601
6548;2014-11-07;5;0;11;3;2;LD003;Head on collision;0;127;7;2;1;7;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1118;1626.711542007296
6549;2014-11-07;5;0;11;3;2;LD003;Head on collision;3;39;4;1;1;10;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6550;2014-11-08;6;1;11;3;2;LD003;Head on collision;24;77;1;1;1;18;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2126;3093.1765733473285
6551;2014-11-08;6;1;11;3;2;LD003;Head on collision;2;327;1;2;1;15;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1864;2711.3904253422083
6552;2014-11-08;6;1;11;3;2;LD003;Head on collision;0;183;4;2;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;20872;30360.09149024256
6553;2014-11-08;6;1;11;3;2;LD003;Head on collision;2;293;7;1;1;21;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;6214;9038.800277426177
6554;2014-11-10;1;0;11;3;2;LD003;Head on collision;0;84;4;2;0;18;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;16949;24654.054726590977
6555;2014-11-10;1;0;11;3;2;LD003;Head on collision;1;271;4;2;1;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3277;4767.534688106497
6556;2014-11-10;1;0;11;3;2;LD003;Head on collision;3;201;7;1;1;17;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;140;205.05798539571202
6557;2014-11-10;1;0;11;3;2;LD003;Head on collision;3;41;7;2;1;18;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;36;53.655287965696004
6558;2014-11-11;2;0;11;3;2;LD003;Head on collision;1;8;7;1;1;8;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;612;890.4746687303681
6559;2014-11-11;2;0;11;3;2;LD003;Head on collision;0;250;7;1;0;17;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;2;13897;20215.05289003469
6560;2014-11-11;2;0;11;3;2;LD003;Head on collision;6;270;4;2;1;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;745;1083.811427969536
6561;2014-11-11;2;0;11;3;2;LD003;Head on collision;1;289;7;2;0;19;1;1;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;2;157;229.0293739072
6562;2014-11-11;2;0;11;3;2;LD003;Head on collision;0;153;4;1;1;15;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;57;82.979510804992
6563;2014-11-11;2;0;11;3;2;LD003;Head on collision;1;133;7;1;1;22;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6564;2014-11-11;2;0;11;3;2;LD003;Head on collision;2;72;4;2;1;17;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6565;2014-11-11;2;0;11;3;2;LD003;Head on collision;0;33;4;2;1;12;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2652;3858.2298907130885
6566;2014-11-12;3;0;11;3;2;LD003;Head on collision;0;12;7;1;1;17;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6567;2014-11-13;4;0;11;3;2;LD003;Head on collision;1;347;7;2;1;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;4798;6979.355452783872
6568;2014-11-14;5;0;11;3;2;LD003;Head on collision;0;207;4;1;0;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;16194;23555.81391912909
6569;2014-11-14;5;0;11;3;2;LD003;Head on collision;0;219;1;2;1;6;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;19858;28885.71357337447
6570;2014-11-14;5;0;11;3;2;LD003;Head on collision;21;54;7;1;2;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;134;195.17745720960002
6571;2014-11-14;5;0;11;3;2;LD003;Head on collision;3;298;4;2;1;13;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;467;679.8311170795521
6572;2014-11-14;5;0;11;3;2;LD003;Head on collision;1;231;7;2;1;19;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;21370;31084.776396946436
6573;2014-11-14;5;0;11;3;2;LD003;Head on collision;4;239;7;1;1;16;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;6844;9955.42555180544
6574;2014-11-14;5;0;11;3;2;LD003;Head on collision;0;332;7;2;0;9;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2699;3926.0395113479685
6575;2014-11-14;5;0;11;3;2;LD003;Head on collision;0;50;4;1;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;6180;8989.249534360066
6576;2014-11-14;5;0;11;3;2;LD003;Head on collision;0;158;4;2;0;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;2726;3965.4769943006722
6577;2014-11-14;5;0;11;3;2;LD003;Head on collision;2;292;7;1;1;17;1;1;1;1;0;0;2;1;0;0;0;0;0;1;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;4;51945;72728.0
6578;2014-11-14;5;0;11;3;2;LD003;Head on collision;5;47;4;1;1;8;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3501;5093.846007623424
6579;2014-11-15;6;1;11;3;2;LD003;Head on collision;3;266;4;1;1;13;0;1;1;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;2;20021;29123.121296664325
6580;2014-11-15;6;1;11;3;2;LD003;Head on collision;19;235;5;0;2;0;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6581;2014-11-15;6;1;11;3;2;LD003;Head on collision;3;41;4;1;1;18;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6582;2014-11-15;6;1;11;3;2;LD003;Head on collision;2;66;2;1;1;12;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0.0
6583;2014-11-15;6;1;11;3;2;LD003;Head on collision;1;49;4;1;1;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2009;2922.58407063936
6584;2014-11-15;6;1;11;3;2;LD003;Head on collision;2;173;7;2;1;17;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;178;259.83461810201607
6585;2014-11-15;6;1;11;3;2;LD003;Head on collision;2;66;2;1;1;12;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2278;3314.7585255810563
6586;2014-11-15;6;1;11;3;2;LD003;Head on collision;2;261;1;1;1;13;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;487;708.6264037204481
6587;2014-11-16;7;1;11;3;2;LD003;Head on collision;1;337;7;0;0;18;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6664;9694.300329379328
6588;2014-11-16;7;1;11;3;2;LD003;Head on collision;2;335;7;2;0;4;1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;2;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;6;31259;45469.02705285095
6589;2014-11-17;1;0;11;3;2;LD003;Head on collision;0;285;7;1;0;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;14435;20996.96869340544
6590;2014-11-17;1;0;11;3;2;LD003;Head on collision;21;241;4;2;1;18;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0.0
6591;2014-11-17;1;0;11;3;2;LD003;Head on collision;0;315;4;2;1;8;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;193;282.13456822656
6592;2014-11-17;1;0;11;3;2;LD003;Head on collision;0;350;4;2;0;5;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;12046;17522.429121011715
6593;2014-11-17;1;0;11;3;2;LD003;Head on collision;0;80;7;2;0;7;1;1;1;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;2;23194;33737.20101489101
6594;2014-11-17;1;0;11;3;2;LD003;Head on collision;0;77;7;2;0;17;1;1;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1461;2126.492777151488
6595;2014-11-17;1;0;11;3;2;LD003;Head on collision;4;98;4;1;1;11;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;74;108.64349515136001
6596;2014-11-17;1;0;11;3;2;LD003;Head on collision;0;19;7;2;1;7;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;20628;30004.730994709505
6597;2014-11-17;1;0;11;3;2;LD003;Head on collision;15;100;7;1;2;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;8146;11849.948069786626
6598;2014-11-18;2;0;11;3;2;LD003;Head on collision;1;216;4;2;0;21;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;168;245.63797053696
6599;2014-11-18;2;0;11;3;2;LD003;Head on collision;6;185;7;1;1;4;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3197;4650.745575499775
6600;2014-11-18;2;0;11;3;2;LD003;Head on collision;2;231;7;1;0;19;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;8641;12570.23222731981
6601;2014-11-18;2;0;11;3;2;LD003;Head on collision;0;114;7;1;0;12;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;5607;8156.344281463553
6602;2014-11-18;2;0;11;3;2;LD003;Head on collision;0;161;4;2;0;11;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5662;8235.81165591117
6603;2014-11-18;2;0;11;3;2;LD003;Head on collision;0;274;7;2;0;8;1;1;1;1;0;0;1;0;1;0;0;0;0;0;1;2;0;0;2;1;0;0;0;0;0;0;0;0;1;0;2;0;3;29468;42863.593126772226
6604;2014-11-19;3;0;11;3;2;LD003;Head on collision;1;8;4;1;0;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2667;3879.4296535449603
6605;2014-11-19;3;0;11;3;2;LD003;Head on collision;0;336;2;1;0;12;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2124;3090.3626327718407
6606;2014-11-19;3;0;11;3;2;LD003;Head on collision;0;281;4;2;0;10;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1903;2768.9175262801923
6607;2014-11-19;3;0;11;3;2;LD003;Head on collision;12;263;7;1;2;13;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;8474;12327.365882462465
6608;2014-11-19;3;0;11;3;2;LD003;Head on collision;0;288;7;3;0;12;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;5077;7385.684240394753
6609;2014-11-19;3;0;11;3;2;LD003;Head on collision;0;268;7;1;1;16;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;988;1438.367940481024
6610;2014-11-20;4;0;11;3;2;LD003;Head on collision;0;142;4;1;0;15;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6611;2014-11-20;4;0;11;3;2;LD003;Head on collision;0;208;4;2;1;7;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3220;4685.126428395776
6612;2014-11-20;4;0;11;3;2;LD003;Head on collision;5;0;7;2;0;16;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;39915;58059.40117060583
6613;2014-11-20;4;0;11;3;2;LD003;Head on collision;60;335;4;1;1;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;662;964.0602726517761
6614;2014-11-20;4;0;11;3;2;LD003;Head on collision;0;213;7;1;1;11;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6615;2014-11-20;4;0;11;3;2;LD003;Head on collision;0;336;7;1;1;13;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3598;5233.992942751488
6616;2014-11-21;5;0;11;3;2;LD003;Head on collision;0;297;4;2;0;9;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;938;1364.6342344240643
6617;2014-11-21;5;0;11;3;2;LD003;Head on collision;0;143;4;2;1;13;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6618;2014-11-21;5;0;11;3;2;LD003;Head on collision;0;39;4;2;1;11;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1628;2369.337964560896
6619;2014-11-21;5;0;11;3;2;LD003;Head on collision;3;305;4;2;1;12;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
6620;2014-11-22;6;1;11;3;2;LD003;Head on collision;1;88;4;2;0;21;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-15;-22.130690541056005
6621;2014-11-22;6;1;11;3;2;LD003;Head on collision;0;206;4;2;1;13;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0.0
6622;2014-11-22;6;1;11;3;2;LD003;Head on collision;0;52;7;2;0;12;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;157;229.0293739072
6623;2014-11-22;6;1;11;3;2;LD003;Head on collision;1;66;4;1;1;14;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4196;6103.437108233473
6624;2014-11-23;7;1;11;3;2;LD003;Head on collision;3;175;7;1;1;14;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1511;2198.491572477696
6625;2014-11-23;7;1;11;3;2;LD003;Head on collision;0;259;4;1;0;14;1;1;1;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;45531;66227.84751228878
6626;2014-11-24;1;0;11;3;2;LD003;Head on collision;1;146;4;1;0;16;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;20261;29472.155715264515
6627;2014-11-24;1;0;11;3;2;LD003;Head on collision;3;250;4;1;1;14;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.0
